customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,streaming_tv,streaming_movies,num_services,customer_service_calls,late_payments,data_usage_gb,contract_value,satisfaction_score,region,churn
CUST_013837,74,17,58.29,990.93,One Year,Electronic Check,Fiber Optic,No,Yes,No,No,1,0,1,21.2,699.48,2.0,South,0
CUST_013838,47,13,41.62,541.06,Two Year,Electronic Check,No,No internet service,No internet service,No internet service,No internet service,0,4,1,0.0,998.88,5.0,West,0
CUST_013839,71,31,43.9,1360.9,Month-to-Month,Mailed Check,DSL,No,No,No,No,0,1,1,45.7,263.4,4.0,North,0
CUST_013840,69,47,58.51,2749.97,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,No,Yes,3,2,1,37.1,351.06,5.0,North,0
CUST_013841,27,23,36.22,833.06,Month-to-Month,Credit Card,Fiber Optic,Yes,No,Yes,No,2,2,0,46.0,217.32,3.0,North,1
CUST_013842,37,50,53.58,2679.0,Month-to-Month,Mailed Check,DSL,No,No,No,No,0,3,0,94.9,321.48,2.0,North,0
CUST_013843,70,23,62.74,,Month-to-Month,Bank Transfer,DSL,No,Yes,No,No,1,1,0,37.0,376.44,3.0,South,0
CUST_013844,31,5,69.54,347.7,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,Yes,2,4,0,32.1,417.24,1.0,West,1
CUST_013845,26,16,65.99,1055.84,Month-to-Month,Credit Card,DSL,Yes,No,No,Yes,2,0,1,31.3,395.94,3.0,South,1
CUST_013846,55,4,52.1,208.4,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,No,Yes,2,2,0,53.3,312.6,5.0,North,1
CUST_013847,63,69,83.74,5778.06,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,No,1,2,2,9.1,502.44,4.0,South,0
CUST_013848,38,2,87.36,174.72,Month-to-Month,Mailed Check,DSL,Yes,Yes,Yes,No,3,2,0,24.9,524.16,2.0,South,0
CUST_013849,50,71,43.63,3097.73,Month-to-Month,Bank Transfer,DSL,No,Yes,No,No,1,2,0,19.4,261.78,5.0,South,0
CUST_013850,28,23,83.9,1929.7,One Year,Credit Card,Fiber Optic,No,Yes,Yes,No,2,3,1,46.2,1006.8,4.0,North,0
CUST_013851,60,48,43.17,2072.16,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Yes,1,3,1,41.2,259.02,5.0,North,0
CUST_013852,25,23,72.67,1671.41,Two Year,Credit Card,Fiber Optic,Yes,No,Yes,No,2,1,0,21.3,1744.08,2.0,North,0
CUST_013853,59,10,71.08,,Month-to-Month,Mailed Check,Fiber Optic,No,No,Yes,Yes,2,0,0,33.5,426.48,3.0,South,0
CUST_013854,21,15,74.65,1119.75 ,Month-to-Month,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,2,0,0.0,447.9,2.0,South,1
CUST_013855,27,10,46.73,467.3 ,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,No,No,2,2,0,29.1,280.38,,South,1
CUST_013856,21,19,72.52,1377.88,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,Yes,No,2,1,1,27.6,435.12,4.0,East,0
CUST_013857,22,13,49.54,644.02,One Year,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,0,0,0.0,594.48,5.0,North,0
CUST_013858,45,38,92.26,3505.88,Two Year,Credit Card,Fiber Optic,Yes,No,Yes,Yes,3,3,0,18.1,2214.24,,East,0
CUST_013859,22,72,55.08,3965.76,Month-to-Month,Mailed Check,DSL,No,Yes,No,No,1,0,0,77.9,330.48,,South,0
CUST_013860,72,64,55.11,3527.04,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,No,2,0,2,57.6,330.66,,South,1
CUST_013861,28,10,79.58,795.8,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,No,1,4,0,193.9,477.48,3.0,East,1
CUST_013862,20,40,77.1,3084.0,Month-to-Month,Credit Card,DSL,Yes,No,Yes,No,2,2,0,23.7,462.6,1.0,East,0
CUST_013863,55,1,64.98,64.98,Month-to-Month,Credit Card,DSL,Yes,Yes,Yes,Yes,4,3,1,40.2,389.88,,West,0
CUST_013864,56,44,81.04,,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,No,2,1,1,7.0,486.24,5.0,North,1
CUST_013865,29,40,57.62,2304.8,One Year,Bank Transfer,DSL,No,No,No,Yes,1,4,0,34.7,691.44,2.0,South,0
CUST_013866,61,36,48.9,1760.4,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,No,Yes,3,0,0,69.9,293.4,5.0,West,0
CUST_013867,73,18,59.2,1065.6,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,355.2,3.0,North,1
CUST_013868,28,16,83.48,1335.68,Month-to-Month,Credit Card,DSL,No,No,Yes,Yes,2,1,3,97.2,500.88,4.0,East,1
CUST_013869,31,48,62.46,2998.08,One Year,Electronic Check,Fiber Optic,No,Yes,Yes,No,2,2,1,62.4,749.52,2.0,West,1
CUST_013870,71,6,27.65,165.9,Month-to-Month,Mailed Check,DSL,Yes,No,Yes,Yes,3,2,0,36.8,165.9,3.0,West,1
CUST_013871,41,18,61.51,1107.18,One Year,Electronic Check,Fiber Optic,Yes,No,Yes,No,2,4,0,61.3,738.12,4.0,West,0
CUST_013872,55,33,84.13,2776.29,One Year,Bank Transfer,Fiber Optic,Yes,No,No,Yes,2,2,0,62.7,1009.56,2.0,East,0
CUST_013873,30,6,20.0,120.0,One Year,Bank Transfer,DSL,No,No,Yes,No,1,3,0,142.2,240.0,1.0,South,0
CUST_013874,51,66,45.09,2975.94,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,No,0,1,0,29.6,270.54,4.0,North,1
CUST_013875,18,28,80.99,2267.72,Month-to-Month,Electronic Check,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,485.94,1.0,South,1
CUST_013876,46,11,68.25,750.75,Month-to-Month,Mailed Check,DSL,No,No,No,Yes,1,2,0,22.0,409.5,1.0,South,1
CUST_013877,34,59,20.0,1180.0,One Year,Credit Card,DSL,Yes,Yes,Yes,No,3,2,0,14.1,240.0,1.0,East,0
CUST_013878,22,30,63.26,1897.8,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,Yes,Yes,3,2,1,24.6,379.56,4.0,South,1
CUST_013879,52,8,23.88,191.04,One Year,Credit Card,DSL,Yes,Yes,No,No,2,0,0,66.7,286.56,2.0,South,0
CUST_013880,58,12,56.16,673.92,Two Year,Mailed Check,Fiber Optic,Yes,No,Yes,Yes,3,3,1,61.6,1347.84,2.0,South,0
CUST_013881,63,34,73.75,2507.5,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,No,No,2,2,0,31.4,442.5,4.0,East,0
CUST_013882,55,8,85.06,680.48,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,No,No,1,4,1,17.2,510.36,1.0,East,0
CUST_013883,60,22,87.54,1925.88,Two Year,Electronic Check,Fiber Optic,No,No,No,No,0,4,0,36.1,2100.96,4.0,West,1
CUST_013884,49,18,37.86,681.48,Month-to-Month,Bank Transfer,DSL,No,Yes,No,No,1,1,2,64.8,227.16,2.0,West,0
CUST_013885,40,16,58.19,,One Year,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,2,1,0.0,698.28,5.0,West,0
CUST_013886,74,72,20.0,,Month-to-Month,Credit Card,Fiber Optic,Yes,No,Yes,Yes,3,2,0,35.4,120.0,3.0,West,0
CUST_013887,45,32,72.67,2325.44,Two Year,Mailed Check,Fiber Optic,Yes,No,No,No,1,3,1,81.2,1744.08,2.0,East,0
CUST_013888,60,5,30.09,150.45,Month-to-Month,Electronic Check,DSL,No,No,Yes,Yes,2,1,3,24.2,180.54,5.0,South,1
CUST_013889,50,49,52.21,2558.29,Month-to-Month,Mailed Check,Fiber Optic,Yes,No,No,No,1,4,1,41.3,313.26,2.0,North,1
CUST_013890,65,72,32.32,2327.04 ,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,Yes,2,1,0,25.4,193.92,4.0,North,0
CUST_013891,27,18,36.91,664.38 ,One Year,Credit Card,DSL,No,No,Yes,No,1,2,0,54.9,442.92,2.0,East,0
CUST_013892,71,59,48.0,2832.0,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Yes,1,2,0,29.5,288.0,,West,0
CUST_013893,37,22,58.51,1287.22,Two Year,Mailed Check,Fiber Optic,No,Yes,No,Yes,2,1,0,18.4,1404.24,,South,0
CUST_013894,24,57,68.48,3903.36,One Year,Credit Card,DSL,Yes,No,Yes,No,2,4,1,35.8,821.76,3.0,North,1
CUST_013895,43,40,63.46,2538.4,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,No,1,1,0,86.6,380.76,1.0,West,0
CUST_013896,54,24,72.32,1735.68,One Year,Mailed Check,Fiber Optic,No,Yes,No,No,1,2,0,18.4,867.84,3.0,East,1
CUST_013897,31,15,63.64,954.6,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,Yes,No,2,3,0,20.0,381.84,3.0,South,0
CUST_013898,51,36,76.15,2741.4,One Year,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,1,2,0.0,913.8,2.0,West,0
CUST_013899,35,7,70.12,490.84,One Year,Electronic Check,DSL,No,No,No,Yes,1,0,0,84.9,841.44,,South,0
CUST_013900,73,14,56.51,,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,339.06,4.0,West,1
CUST_013901,62,4,64.5,258.0,One Year,Mailed Check,No,No internet service,No internet service,No internet service,No internet service,0,2,1,0.0,774.0,2.0,West,1
CUST_013902,30,72,86.24,6209.28,Month-to-Month,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,517.44,3.0,South,0
CUST_013903,48,7,59.74,418.18,Two Year,Electronic Check,DSL,No,No,No,No,0,1,0,48.9,1433.76,4.0,South,0
CUST_013904,53,13,63.24,822.12,Two Year,Bank Transfer,DSL,No,No,No,Yes,1,1,0,25.8,1517.76,4.0,West,0
CUST_013905,65,63,52.54,3310.02,Two Year,Credit Card,Fiber Optic,Yes,Yes,No,No,2,5,0,41.6,1260.96,3.0,South,0
CUST_013906,63,10,58.51,585.1,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,Yes,2,1,1,79.2,351.06,3.0,South,1
CUST_013907,50,1,23.36,23.36,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,Yes,2,2,1,29.4,140.16,3.0,West,0
CUST_013908,18,30,53.25,1597.5,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,No,1,2,1,24.4,319.5,3.0,South,0
CUST_013909,40,44,51.77,2277.88,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,No,0,2,0,161.6,310.62,4.0,North,1
CUST_013910,72,18,72.89,1312.02,Two Year,Bank Transfer,DSL,Yes,Yes,No,Yes,3,2,0,31.2,1749.36,3.0,West,0
CUST_013911,30,28,115.41,3231.48,Two Year,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,2769.84,3.0,South,0
CUST_013912,25,7,36.19,253.33,Month-to-Month,Bank Transfer,DSL,No,Yes,No,No,1,1,1,55.8,217.14,2.0,East,0
CUST_013913,41,65,90.12,5857.8,Month-to-Month,Electronic Check,DSL,No,No,Yes,No,1,2,0,97.9,540.72,2.0,South,0
CUST_013914,54,54,24.2,1306.8,One Year,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,2,2,0.0,290.4,2.0,South,0
CUST_013915,33,25,40.99,1024.75,One Year,Bank Transfer,Fiber Optic,Yes,Yes,Yes,No,3,1,0,46.1,491.88,5.0,East,0
CUST_013916,68,25,59.43,1485.75,Month-to-Month,Credit Card,Fiber Optic,No,No,Yes,Yes,2,2,1,19.0,356.58,2.0,West,0
CUST_013917,54,24,56.08,1345.92,Two Year,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,2,0,0.0,1345.92,3.0,East,0
CUST_013918,38,36,20.0,720.0,One Year,Bank Transfer,Fiber Optic,No,No,Yes,Yes,2,2,0,24.9,240.0,4.0,West,0
CUST_013919,20,72,124.12,8936.64,One Year,Electronic Check,No,No internet service,No internet service,No internet service,No internet service,0,5,1,0.0,1489.44,1.0,North,0
CUST_013920,34,22,77.78,1711.16 ,Month-to-Month,Bank Transfer,DSL,No,No,Yes,No,1,3,2,8.3,466.68,4.0,South,0
CUST_013921,39,29,49.38,1432.02,One Year,Electronic Check,Fiber Optic,No,No,No,Yes,1,3,0,50.4,592.56,3.0,West,0
CUST_013922,34,5,61.24,306.2,Two Year,Electronic Check,Fiber Optic,No,No,Yes,Yes,2,1,0,11.9,1469.76,4.0,West,0
CUST_013923,33,21,43.73,,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,Yes,2,1,1,58.3,262.38,,West,1
CUST_013924,20,21,20.0,420.0,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,No,0,3,1,87.6,120.0,3.0,East,1
CUST_013925,46,16,63.66,1018.56,Month-to-Month,Bank Transfer,Fiber Optic,Yes,Yes,Yes,No,3,1,0,16.3,381.96,5.0,North,0
CUST_013926,34,8,55.98,447.84,One Year,Mailed Check,No,No internet service,No internet service,No internet service,No internet service,0,0,0,0.0,671.76,2.0,East,1
CUST_013927,32,22,31.45,691.9,Two Year,Mailed Check,No,No internet service,No internet service,No internet service,No internet service,0,4,0,0.0,754.8,1.0,East,0
CUST_013928,55,22,59.5,1309.0,Month-to-Month,Electronic Check,Fiber Optic,No,No,Yes,No,1,2,1,11.5,357.0,4.0,North,0
CUST_013929,35,6,86.15,516.9,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,4,0,0.0,516.9,4.0,North,1
CUST_013930,55,20,94.46,1889.2,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,Yes,3,4,0,11.3,566.76,5.0,South,0
CUST_013931,18,11,57.67,634.37,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,Yes,No,2,1,0,24.6,346.02,1.0,East,1
CUST_013932,67,5,42.42,212.1,Two Year,Mailed Check,Fiber Optic,No,Yes,No,Yes,2,2,1,19.5,1018.08,5.0,North,1
CUST_013933,71,17,45.46,772.82,Two Year,Mailed Check,DSL,Yes,No,Yes,No,2,1,3,24.8,1091.04,5.0,East,0
CUST_013934,30,54,23.76,1283.04,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,2,1,0.0,142.56,4.0,North,0
CUST_013935,22,37,63.01,2331.37,Month-to-Month,Electronic Check,No,No internet service,No internet service,No internet service,No internet service,0,2,1,0.0,378.06,4.0,South,0
CUST_013936,67,8,32.38,259.04,Month-to-Month,Bank Transfer,DSL,Yes,No,Yes,No,2,1,1,112.0,194.28,2.0,East,0
CUST_013937,42,18,43.33,779.94,Two Year,Bank Transfer,DSL,No,Yes,Yes,Yes,3,2,0,49.6,1039.92,4.0,North,0
CUST_013938,33,1,83.85,83.85,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,Yes,2,2,3,67.9,503.1,3.0,West,1
CUST_013939,40,8,39.66,317.28,Month-to-Month,Mailed Check,DSL,No,No,Yes,Yes,2,2,1,35.4,237.96,5.0,South,0
CUST_013940,65,50,45.21,2260.5,Month-to-Month,Bank Transfer,Fiber Optic,No,No,Yes,No,1,2,0,45.4,271.26,3.0,East,0
CUST_013941,73,32,61.48,1967.36,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,No,0,2,1,46.1,368.88,4.0,West,0
CUST_013942,52,14,88.08,1233.12 ,Two Year,Bank Transfer,DSL,No,No,No,No,0,0,0,22.5,2113.92,,West,0
CUST_013943,50,7,51.43,360.01,Month-to-Month,Electronic Check,DSL,No,No,No,No,0,1,0,2.8,308.58,2.0,West,1
CUST_013944,27,72,61.77,,Month-to-Month,Mailed Check,Fiber Optic,No,No,Yes,Yes,2,0,0,28.1,370.62,4.0,North,0
CUST_013945,40,16,78.71,1259.36,Month-to-Month,Electronic Check,No,No internet service,No internet service,No internet service,No internet service,0,2,0,0.0,472.26,2.0,West,1
CUST_013946,50,6,40.0,240.0,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,No,1,2,0,42.0,240.0,1.0,East,0
CUST_013947,34,61,52.45,3199.45,One Year,Bank Transfer,DSL,Yes,Yes,No,Yes,3,3,1,52.2,629.4,3.0,South,0
CUST_013948,29,24,41.49,995.76,Month-to-Month,Mailed Check,DSL,No,No,No,No,0,2,0,100.0,248.94,,West,0
CUST_013949,48,13,83.06,1079.78,Month-to-Month,Bank Transfer,DSL,No,Yes,No,No,1,1,0,9.8,498.36,1.0,East,1
CUST_013950,74,18,80.76,1453.68,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,484.56,1.0,South,0
CUST_013951,31,15,76.56,1148.4,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,No,1,1,1,96.9,459.36,,North,1
CUST_013952,67,57,57.8,3294.6,Month-to-Month,Bank Transfer,DSL,No,Yes,Yes,Yes,3,1,1,4.2,346.8,1.0,North,0
CUST_013953,50,36,62.15,2237.4,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Yes,1,5,0,36.7,372.9,1.0,East,1
CUST_013954,48,26,39.41,1024.66,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,Yes,No,2,1,0,55.4,236.46,5.0,South,0
CUST_013955,28,24,81.73,1961.52,Two Year,Bank Transfer,DSL,No,No,No,Yes,1,2,1,162.3,1961.52,4.0,South,1
CUST_013956,29,3,53.23,159.69,Month-to-Month,Mailed Check,DSL,Yes,Yes,Yes,No,3,2,0,16.9,319.38,4.0,West,0
CUST_013957,36,66,54.35,3587.1,Month-to-Month,Credit Card,DSL,No,No,Yes,No,1,3,0,94.0,326.1,1.0,North,1
CUST_013958,47,32,78.5,2512.0,One Year,Electronic Check,Fiber Optic,No,Yes,No,No,1,4,3,42.9,942.0,5.0,South,0
CUST_013959,67,72,75.81,5458.32,Two Year,Credit Card,DSL,No,No,No,No,0,1,1,79.6,1819.44,3.0,South,0
CUST_013960,50,33,92.88,3065.04,One Year,Credit Card,Fiber Optic,Yes,Yes,Yes,Yes,4,3,0,62.8,1114.56,2.0,West,0
CUST_013961,70,36,64.59,2325.24,Month-to-Month,Bank Transfer,DSL,Yes,No,No,No,1,2,0,71.7,387.54,1.0,West,0
CUST_013962,24,12,84.5,1014.0,Month-to-Month,Credit Card,DSL,No,No,Yes,No,1,4,1,31.9,507.0,4.0,East,1
CUST_013963,62,7,64.52,451.64,Month-to-Month,Mailed Check,DSL,Yes,Yes,No,No,2,2,0,32.3,387.12,5.0,West,1
CUST_013964,46,21,49.77,1045.17,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,Yes,No,2,4,0,132.1,298.62,1.0,North,1
CUST_013965,54,27,66.0,1782.0,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,No,0,2,1,62.4,396.0,4.0,North,0
CUST_013966,28,61,94.85,5785.85,Month-to-Month,Credit Card,Fiber Optic,No,No,Yes,Yes,2,3,1,114.4,569.1,5.0,South,1
CUST_013967,63,29,62.27,1805.83,One Year,Electronic Check,Fiber Optic,No,No,Yes,No,1,3,1,84.5,747.24,2.0,West,0
CUST_013968,64,16,71.63,1146.08,One Year,Electronic Check,Fiber Optic,No,Yes,No,Yes,2,1,3,41.5,859.56,2.0,North,1
CUST_013969,32,21,37.99,797.79,One Year,Bank Transfer,Fiber Optic,No,Yes,No,Yes,2,0,0,46.5,455.88,5.0,East,0
CUST_013970,72,15,62.34,935.1,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,No,0,3,0,16.3,374.04,5.0,South,0
CUST_013971,28,62,75.54,4683.48,Month-to-Month,Mailed Check,DSL,No,No,Yes,Yes,2,0,0,62.1,453.24,5.0,North,0
CUST_013972,50,18,81.18,,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,No,0,3,2,7.6,487.08,2.0,West,0
CUST_013973,66,67,54.98,3683.66,Month-to-Month,Credit Card,Fiber Optic,No,No,No,No,0,2,0,46.2,329.88,1.0,North,0
CUST_013974,27,72,49.37,3554.64,Month-to-Month,Mailed Check,DSL,Yes,No,No,Yes,2,1,0,48.5,296.22,1.0,West,0
CUST_013975,73,2,73.89,147.78,One Year,Mailed Check,No,No internet service,No internet service,No internet service,No internet service,0,2,0,0.0,886.68,3.0,North,0
CUST_013976,45,5,36.51,182.55,One Year,Bank Transfer,Fiber Optic,Yes,No,No,No,1,2,2,44.9,438.12,1.0,North,1
CUST_013977,26,15,38.49,577.35,Month-to-Month,Credit Card,Fiber Optic,No,Yes,Yes,Yes,3,1,0,46.9,230.94,2.0,North,0
CUST_013978,32,18,55.68,1002.24,Month-to-Month,Credit Card,DSL,No,Yes,No,Yes,2,3,0,14.9,334.08,1.0,North,1
CUST_013979,63,41,53.1,2177.1,Two Year,Bank Transfer,DSL,Yes,Yes,Yes,Yes,4,0,1,48.0,1274.4,3.0,North,0
CUST_013980,49,41,68.28,2799.48,Month-to-Month,Bank Transfer,DSL,No,Yes,No,No,1,3,1,92.3,409.68,4.0,North,0
CUST_013981,57,54,55.59,3001.86,One Year,Credit Card,No,No internet service,No internet service,No internet service,No internet service,0,7,1,0.0,667.08,1.0,West,0
CUST_013982,46,16,58.02,928.32,Two Year,Electronic Check,Fiber Optic,No,No,No,Yes,1,1,1,15.7,1392.48,4.0,West,0
CUST_013983,56,10,72.93,729.3,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,Yes,Yes,3,1,0,37.8,437.58,1.0,East,1
CUST_013984,33,25,60.32,1508.0,Month-to-Month,Mailed Check,DSL,No,Yes,No,No,1,5,1,62.3,361.92,,West,1
CUST_013985,57,54,20.0,1080.0,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,2,1,0.0,120.0,2.0,South,1
CUST_013986,62,18,56.33,1013.94,One Year,Credit Card,DSL,No,No,Yes,Yes,2,3,0,41.0,675.96,2.0,North,0
CUST_013987,39,4,20.0,80.0,Two Year,Bank Transfer,Fiber Optic,No,No,Yes,No,1,1,1,52.6,480.0,4.0,North,0
CUST_013988,58,14,62.17,870.38,Two Year,Credit Card,DSL,No,Yes,No,Yes,2,2,0,42.7,1492.08,5.0,North,0
CUST_013989,48,22,43.22,950.84,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,No,No,1,2,0,16.0,259.32,3.0,South,1
CUST_013990,20,28,80.56,2255.68,One Year,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,966.72,5.0,East,0
CUST_013991,41,18,40.93,736.74,One Year,Credit Card,DSL,Yes,Yes,No,No,2,4,0,63.8,491.16,1.0,North,0
CUST_013992,56,20,57.82,1156.4,Two Year,Mailed Check,No,No internet service,No internet service,No internet service,No internet service,0,1,0,0.0,1387.68,1.0,South,0
CUST_013993,36,33,23.31,769.23,One Year,Electronic Check,Fiber Optic,No,Yes,No,Yes,2,3,0,34.6,279.72,1.0,North,0
CUST_013994,61,21,31.63,664.23,Two Year,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,2,1,0.0,759.12,,West,0
CUST_013995,58,6,83.04,498.24,Month-to-Month,Bank Transfer,DSL,No,No,No,No,0,1,0,9.7,498.24,5.0,North,0
CUST_013996,36,13,57.01,741.13,One Year,Bank Transfer,DSL,No,No,No,No,0,4,0,87.1,684.12,5.0,East,0
CUST_013997,50,40,44.36,1774.4,Two Year,Mailed Check,Fiber Optic,No,Yes,No,No,1,2,0,14.9,1064.64,1.0,West,0
CUST_013998,56,15,84.9,1273.5,Month-to-Month,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,2,1,0.0,509.4,4.0,North,1
CUST_013999,65,24,84.12,2018.88,Two Year,Credit Card,Fiber Optic,Yes,No,Yes,No,2,2,0,35.2,2018.88,4.0,North,0
CUST_014000,67,33,68.19,2250.27,One Year,Electronic Check,Fiber Optic,Yes,No,Yes,No,2,0,0,12.0,818.28,5.0,South,1
CUST_014001,22,44,23.83,1048.52,One Year,Electronic Check,DSL,No,No,Yes,No,1,0,1,123.9,285.96,5.0,South,0
CUST_014002,54,4,70.27,281.08,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,No,1,1,0,50.7,421.62,1.0,South,1
CUST_014003,35,21,20.0,420.0,One Year,Mailed Check,DSL,No,No,Yes,No,1,3,1,82.6,240.0,3.0,West,0
CUST_014004,38,24,32.34,776.16,One Year,Bank Transfer,Fiber Optic,No,No,Yes,No,1,2,0,27.0,388.08,1.0,West,0
CUST_014005,66,24,81.48,1955.52,One Year,Credit Card,DSL,No,No,No,Yes,1,1,0,43.2,977.76,,East,1
CUST_014006,54,20,20.0,400.0,One Year,Credit Card,DSL,No,No,No,No,0,2,0,80.0,240.0,2.0,South,1
CUST_014007,57,30,28.17,845.1,Two Year,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,1,1,0.0,676.08,2.0,East,1
CUST_014008,54,3,55.19,165.57,Two Year,Bank Transfer,Fiber Optic,No,No,No,Yes,1,2,0,55.6,1324.56,,South,0
CUST_014009,70,13,20.0,260.0,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,Yes,Yes,3,1,0,23.7,120.0,4.0,North,0
CUST_014010,26,7,73.47,514.29,Month-to-Month,Credit Card,Fiber Optic,No,No,Yes,No,1,2,0,33.8,440.82,5.0,South,1
CUST_014011,57,17,64.49,1096.33,One Year,Bank Transfer,Fiber Optic,Yes,No,Yes,Yes,3,0,1,34.3,773.88,3.0,West,0
CUST_014012,66,39,29.46,1148.94,One Year,Bank Transfer,No,No internet service,No internet service,No internet service,No internet service,0,2,0,0.0,353.52,5.0,East,0
CUST_014013,63,25,54.68,1367.0,One Year,Bank Transfer,Fiber Optic,No,Yes,Yes,Yes,3,1,2,71.1,656.16,5.0,North,0
CUST_014014,26,19,91.15,1731.85,Month-to-Month,Credit Card,Fiber Optic,No,Yes,Yes,Yes,3,6,1,40.2,546.9,4.0,South,0
CUST_014015,30,11,78.28,861.08,One Year,Electronic Check,DSL,Yes,No,No,Yes,2,1,0,65.7,939.36,1.0,West,0
CUST_014016,31,6,98.77,592.62,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,Yes,Yes,3,2,1,22.7,592.62,5.0,North,1
CUST_014017,51,26,47.35,1231.1,Month-to-Month,Credit Card,Fiber Optic,No,Yes,Yes,No,2,2,0,86.5,284.1,2.0,North,0
CUST_014018,69,46,55.15,2536.9,Month-to-Month,Bank Transfer,DSL,Yes,No,No,No,1,1,1,3.7,330.9,,North,1
CUST_014019,21,58,76.73,4450.34,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,Yes,1,4,0,4.6,460.38,1.0,South,0
CUST_014020,53,17,66.99,1138.83,One Year,Mailed Check,Fiber Optic,Yes,No,No,No,1,1,1,9.5,803.88,2.0,South,0
CUST_014021,58,6,55.08,330.48,Month-to-Month,Mailed Check,DSL,No,No,No,No,0,3,0,47.1,330.48,3.0,South,0
CUST_014022,71,72,77.86,5605.92,Month-to-Month,Electronic Check,DSL,No,No,No,No,0,2,0,13.2,467.16,3.0,South,0
CUST_014023,74,22,62.72,1379.84,Two Year,Electronic Check,Fiber Optic,Yes,Yes,No,No,2,2,0,52.1,1505.28,1.0,North,0
CUST_014024,19,31,89.68,2780.08 ,Two Year,Credit Card,DSL,No,No,No,No,0,2,0,62.4,2152.32,3.0,West,0
CUST_014025,23,28,61.72,1728.16,Two Year,Credit Card,Fiber Optic,No,Yes,Yes,No,2,2,0,7.0,1481.28,2.0,South,0
